,Length,AT,DA,SA,SRCE,DSTI
0,53,2020-05-15 13:24:46.431002+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:62:3b:53,Desktop,Router
1,53,2020-05-15 13:24:46.431537+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:62:3b:53,Desktop,Router
2,295,2020-05-15 13:24:46.458191+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
3,127,2020-05-15 13:24:46.527515+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
4,142,2020-05-15 13:24:46.528375+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
5,55,2020-05-15 13:24:46.534425+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
6,55,2020-05-15 13:24:46.536125+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
7,295,2020-05-15 13:24:46.664506+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
8,295,2020-05-15 13:24:46.765295+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
9,295,2020-05-15 13:24:46.869518+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
10,125,2020-05-15 13:24:46.901981+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
11,125,2020-05-15 13:24:46.903110+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
12,125,2020-05-15 13:24:46.908385+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
13,125,2020-05-15 13:24:46.921175+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
14,125,2020-05-15 13:24:46.929128+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
15,140,2020-05-15 13:24:46.936330+02:00,74:c6:3b:50:5f:b9,c4:ea:1d:e6:79:e8,Router2,Azurewave
16,295,2020-05-15 13:24:46.971313+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
17,295,2020-05-15 13:24:47.076196+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
18,127,2020-05-15 13:24:47.083677+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
19,295,2020-05-15 13:24:47.174944+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
20,127,2020-05-15 13:24:47.181522+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
21,127,2020-05-15 13:24:47.181687+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
22,142,2020-05-15 13:24:47.185877+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
23,55,2020-05-15 13:24:47.189136+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
24,127,2020-05-15 13:24:47.196040+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
25,142,2020-05-15 13:24:47.196835+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
26,142,2020-05-15 13:24:47.197005+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
27,142,2020-05-15 13:24:47.197350+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
28,142,2020-05-15 13:24:47.197540+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
29,142,2020-05-15 13:24:47.197838+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
30,295,2020-05-15 13:24:47.277329+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
31,201,2020-05-15 13:24:47.316641+02:00,74:c6:3b:50:5f:b9,c4:ea:1d:e6:79:e8,Router2,Azurewave
32,146,2020-05-15 13:24:47.347220+02:00,c4:ea:1d:e6:79:e8,74:c6:3b:50:5f:b9,Azurewave,Router2
33,417,2020-05-15 13:24:47.369927+02:00,3c:cf:5b:bd:85:61,c4:ea:1d:e6:79:e9,Router,Broadcasting
34,295,2020-05-15 13:24:47.396637+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
35,417,2020-05-15 13:24:47.431250+02:00,3c:cf:5b:bd:85:61,c4:ea:1d:e6:79:e9,Router,Broadcasting
36,417,2020-05-15 13:24:47.478667+02:00,3c:cf:5b:bd:85:61,c4:ea:1d:e6:79:e9,Router,Broadcasting
37,295,2020-05-15 13:24:47.485040+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
38,417,2020-05-15 13:24:47.494952+02:00,3c:cf:5b:bd:85:61,c4:ea:1d:e6:79:e9,Router,Broadcasting
39,295,2020-05-15 13:24:47.584465+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
40,295,2020-05-15 13:24:47.686937+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
41,295,2020-05-15 13:24:47.791228+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
42,127,2020-05-15 13:24:47.834294+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
43,142,2020-05-15 13:24:47.835001+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
44,142,2020-05-15 13:24:47.837862+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
45,142,2020-05-15 13:24:47.837925+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
46,142,2020-05-15 13:24:47.838928+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
47,142,2020-05-15 13:24:47.838951+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
48,142,2020-05-15 13:24:47.844582+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
49,127,2020-05-15 13:24:47.845633+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
50,127,2020-05-15 13:24:47.846669+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
51,295,2020-05-15 13:24:47.897628+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
52,125,2020-05-15 13:24:47.905552+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
53,295,2020-05-15 13:24:47.993975+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
54,55,2020-05-15 13:24:47.994536+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
55,55,2020-05-15 13:24:47.995716+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
56,142,2020-05-15 13:24:47.996205+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
57,55,2020-05-15 13:24:48.051987+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
58,295,2020-05-15 13:24:48.096529+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
59,127,2020-05-15 13:24:48.196342+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
60,142,2020-05-15 13:24:48.197932+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
61,142,2020-05-15 13:24:48.198135+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
62,295,2020-05-15 13:24:48.200843+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
63,55,2020-05-15 13:24:48.209026+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
64,295,2020-05-15 13:24:48.301482+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
65,127,2020-05-15 13:24:48.485913+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
66,142,2020-05-15 13:24:48.486667+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
67,142,2020-05-15 13:24:48.486973+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
68,55,2020-05-15 13:24:48.492024+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
69,142,2020-05-15 13:24:48.495195+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
70,295,2020-05-15 13:24:48.506310+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
71,55,2020-05-15 13:24:48.692018+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
72,295,2020-05-15 13:24:48.710927+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
73,295,2020-05-15 13:24:48.814524+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
74,125,2020-05-15 13:24:48.909738+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
75,140,2020-05-15 13:24:48.913031+02:00,74:c6:3b:50:5f:b9,c4:ea:1d:e6:79:e8,Router2,Azurewave
76,295,2020-05-15 13:24:48.915715+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
77,409,2020-05-15 13:24:48.921048+02:00,c4:ea:1d:e6:79:e8,74:c6:3b:50:5f:b9,Azurewave,Router2
78,409,2020-05-15 13:24:48.972434+02:00,c4:ea:1d:e6:79:e8,74:c6:3b:50:5f:b9,Azurewave,Router2
79,240,2020-05-15 13:24:49.009802+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:4c:29:ae,Laptop,Google_hub
80,60,2020-05-15 13:24:49.014827+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
81,146,2020-05-15 13:24:49.023317+02:00,c4:ea:1d:e6:79:e8,74:c6:3b:50:5f:b9,Azurewave,Router2
82,146,2020-05-15 13:24:49.023546+02:00,c4:ea:1d:e6:79:e8,74:c6:3b:50:5f:b9,Azurewave,Router2
83,295,2020-05-15 13:24:49.120681+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
84,127,2020-05-15 13:24:49.140264+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
85,142,2020-05-15 13:24:49.143046+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
86,256,2020-05-15 13:24:49.143192+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:4c:29:ae,Laptop,Google_hub
87,256,2020-05-15 13:24:49.143570+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:4c:29:ae,Laptop,Google_hub
88,241,2020-05-15 13:24:49.145006+02:00,e4:ce:8f:4c:29:ae,d4:f5:47:27:f9:8e,Google_hub,Laptop
89,256,2020-05-15 13:24:49.153034+02:00,e4:ce:8f:4c:29:ae,d4:f5:47:27:f9:8e,Google_hub,Laptop
90,127,2020-05-15 13:24:49.201779+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
91,142,2020-05-15 13:24:49.206509+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
92,142,2020-05-15 13:24:49.207464+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
93,127,2020-05-15 13:24:49.224307+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
94,55,2020-05-15 13:24:49.275849+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
95,130,2020-05-15 13:24:49.283304+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:4c:29:ae,Laptop,Google_hub
96,295,2020-05-15 13:24:49.325329+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
97,295,2020-05-15 13:24:49.427844+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
98,256,2020-05-15 13:24:49.427892+02:00,00:f6:20:94:67:39,e4:ce:8f:62:3b:53,Desktop,Broadcasting
99,256,2020-05-15 13:24:49.428523+02:00,00:f6:20:f9:03:47,e4:ce:8f:62:3b:53,Desktop,Google_speaker
100,256,2020-05-15 13:24:49.428996+02:00,00:f6:20:f9:03:47,e4:ce:8f:62:3b:53,Desktop,Google_speaker
101,60,2020-05-15 13:24:49.431866+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
102,252,2020-05-15 13:24:49.433789+02:00,e4:ce:8f:62:3b:53,00:f6:20:f9:03:47,Google_speaker,Desktop
103,256,2020-05-15 13:24:49.433835+02:00,e4:ce:8f:62:3b:53,00:f6:20:f9:03:47,Google_speaker,Desktop
104,256,2020-05-15 13:24:49.434123+02:00,e4:ce:8f:62:3b:53,00:f6:20:f9:03:47,Google_speaker,Desktop
105,146,2020-05-15 13:24:49.434547+02:00,00:f6:20:f9:03:47,e4:ce:8f:62:3b:53,Desktop,Google_speaker
106,256,2020-05-15 13:24:49.434787+02:00,e4:ce:8f:62:3b:53,00:f6:20:f9:03:47,Google_speaker,Desktop
107,146,2020-05-15 13:24:49.437442+02:00,00:f6:20:f9:03:47,e4:ce:8f:62:3b:53,Desktop,Google_speaker
108,146,2020-05-15 13:24:49.437945+02:00,00:f6:20:f9:03:47,e4:ce:8f:62:3b:53,Desktop,Google_speaker
109,146,2020-05-15 13:24:49.479852+02:00,00:f6:20:f9:03:47,e4:ce:8f:62:3b:53,Desktop,Google_speaker
110,241,2020-05-15 13:24:49.514045+02:00,e4:ce:8f:4c:29:ae,d4:f5:47:27:f9:8e,Google_hub,Laptop
111,146,2020-05-15 13:24:49.514918+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:4c:29:ae,Laptop,Google_hub
112,295,2020-05-15 13:24:49.530379+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
113,60,2020-05-15 13:24:49.530721+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
114,256,2020-05-15 13:24:49.531002+02:00,e4:ce:8f:4c:29:ae,d4:f5:47:27:f9:8e,Google_hub,Laptop
115,142,2020-05-15 13:24:49.531584+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:4c:29:ae,Laptop,Google_hub
116,158,2020-05-15 13:24:49.534391+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:4c:29:ae,Laptop,Google_hub
117,240,2020-05-15 13:24:49.540754+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
118,256,2020-05-15 13:24:49.541197+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
119,256,2020-05-15 13:24:49.542226+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
120,256,2020-05-15 13:24:49.553082+02:00,00:f6:20:f9:03:47,00:00:b9:9d:36:72,Listening,Google_speaker
121,256,2020-05-15 13:24:49.553964+02:00,e4:ce:8f:4c:29:ae,00:f6:20:f9:03:47,Google_speaker,Laptop
122,130,2020-05-15 13:24:49.554399+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
123,146,2020-05-15 13:24:49.554706+02:00,cc:e7:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
124,146,2020-05-15 13:24:49.555008+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
125,295,2020-05-15 13:24:49.634746+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
126,240,2020-05-15 13:24:49.689448+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
127,256,2020-05-15 13:24:49.689814+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
128,256,2020-05-15 13:24:49.699956+02:00,e4:ce:8f:4c:29:ae,00:f6:20:f9:03:47,Google_speaker,Laptop
129,295,2020-05-15 13:24:49.734946+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
130,256,2020-05-15 13:24:49.735475+02:00,e4:ce:8f:4c:29:ae,00:f6:20:f9:03:47,Google_speaker,Laptop
131,256,2020-05-15 13:24:49.758258+02:00,e4:ce:8f:4c:29:ae,00:f6:20:f9:03:47,Google_speaker,Laptop
132,256,2020-05-15 13:24:49.758549+02:00,e4:ce:8f:4c:29:ae,00:f6:20:f9:03:47,Google_speaker,Laptop
133,130,2020-05-15 13:24:49.759056+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
134,146,2020-05-15 13:24:49.759358+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
135,146,2020-05-15 13:24:49.759798+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
136,127,2020-05-15 13:24:49.787633+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
137,127,2020-05-15 13:24:49.789374+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
138,142,2020-05-15 13:24:49.790839+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
139,142,2020-05-15 13:24:49.791702+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
140,142,2020-05-15 13:24:49.791920+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
141,55,2020-05-15 13:24:49.803900+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
142,53,2020-05-15 13:24:49.833491+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:62:3b:53,Desktop,Router
143,295,2020-05-15 13:24:49.837408+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
144,125,2020-05-15 13:24:49.916319+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
145,125,2020-05-15 13:24:49.917564+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
146,125,2020-05-15 13:24:49.919150+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
147,125,2020-05-15 13:24:49.920917+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
148,125,2020-05-15 13:24:49.924287+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
149,125,2020-05-15 13:24:49.929288+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
150,60,2020-05-15 13:24:49.937330+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
151,155,2020-05-15 13:24:49.937760+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
152,295,2020-05-15 13:24:49.941488+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
153,417,2020-05-15 13:24:49.947179+02:00,e4:ce:8f:4c:29:ae,c4:ea:1d:e6:79:e9,Router,Laptop
154,155,2020-05-15 13:24:49.950024+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
155,417,2020-05-15 13:24:49.956987+02:00,e4:ce:8f:4c:29:ae,c4:ea:1d:e6:79:e9,Router,Laptop
156,155,2020-05-15 13:24:49.964555+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
157,155,2020-05-15 13:24:49.975816+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
158,155,2020-05-15 13:24:49.994666+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
159,417,2020-05-15 13:24:50.000325+02:00,e4:ce:8f:4c:29:ae,c4:ea:1d:e6:79:e9,Router,Laptop
160,155,2020-05-15 13:24:50.000398+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
161,155,2020-05-15 13:24:50.014156+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
162,155,2020-05-15 13:24:50.027785+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
163,155,2020-05-15 13:24:50.038002+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
164,155,2020-05-15 13:24:50.048989+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
165,60,2020-05-15 13:24:50.064993+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
166,60,2020-05-15 13:24:50.109262+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
167,155,2020-05-15 13:24:50.112255+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
168,155,2020-05-15 13:24:50.123060+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
169,155,2020-05-15 13:24:50.136073+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
170,155,2020-05-15 13:24:50.147252+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
171,155,2020-05-15 13:24:50.160783+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
172,155,2020-05-15 13:24:50.171901+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
173,155,2020-05-15 13:24:50.185235+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
174,155,2020-05-15 13:24:50.200220+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
175,155,2020-05-15 13:24:50.209284+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
176,155,2020-05-15 13:24:50.220379+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
177,60,2020-05-15 13:24:50.234812+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
178,295,2020-05-15 13:24:50.246874+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
179,60,2020-05-15 13:24:50.281492+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
180,155,2020-05-15 13:24:50.284067+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
181,155,2020-05-15 13:24:50.295323+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
182,155,2020-05-15 13:24:50.308449+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
183,155,2020-05-15 13:24:50.318833+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
184,155,2020-05-15 13:24:50.331835+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
185,155,2020-05-15 13:24:50.343224+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
186,149,2020-05-15 13:24:50.357020+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
187,149,2020-05-15 13:24:50.367722+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
188,149,2020-05-15 13:24:50.380397+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
189,149,2020-05-15 13:24:50.391559+02:00,ff:ff:ff:ff:ff:ff,e4:ce:8f:4c:29:ae,Laptop,Broadcasting
190,60,2020-05-15 13:24:50.419563+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
191,169,2020-05-15 13:24:50.421679+02:00,c4:ea:1d:e6:79:e8,00:f6:20:f9:03:47,Google_speaker,Router2
192,127,2020-05-15 13:24:50.430572+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
193,142,2020-05-15 13:24:50.433078+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
194,55,2020-05-15 13:24:50.437132+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
195,417,2020-05-15 13:24:50.442060+02:00,6c:ad:f8:6d:90:14,c4:ea:1d:e6:79:e9,Router,Broadcasting
196,55,2020-05-15 13:24:50.444027+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
197,55,2020-05-15 13:24:50.444805+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
198,295,2020-05-15 13:24:50.458318+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
199,142,2020-05-15 13:24:50.461430+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
200,55,2020-05-15 13:24:50.462190+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
201,417,2020-05-15 13:24:50.487852+02:00,6c:ad:f8:6d:90:14,c4:ea:1d:e6:79:e9,Router,Broadcasting
202,417,2020-05-15 13:24:50.491980+02:00,6c:ad:f8:6d:90:14,c4:ea:1d:e6:79:e9,Router,Broadcasting
203,185,2020-05-15 13:24:50.492683+02:00,00:f6:20:f9:03:47,c4:ea:1d:e6:79:e8,Router2,Google_speaker
204,417,2020-05-15 13:24:50.496282+02:00,6c:ad:f8:6d:90:14,c4:ea:1d:e6:79:e9,Router,Broadcasting
